,AugmTitle
145,"'Equine duodenal motility, assessed by ultrasonography, as a predictor of reflux and survival following colic surgery', '… Intestinal dysmotility following equine colic surgery contributes negatively to financial and \nprognostic outcomes. This study assessed duodenal contractility as a predictor of post-…'"
146,"'Complement and endotoxins in equine colic', 'Colic (abdominal pain) is a relatively common disease of horses ranging from mild, transient \nepisodes to a life-threatening syndrome that requires surgical intervention. Equine intestinal …'"
147,"'Intestinal ischemia-reperfusion injury in horses: pathogenesis and therapeutics.', '… Equine colic is a major concern for horse owners and … clinical cases of naturally occurring \nequine colic is not clear. Thus… to intestinal injury in equine colic. This information may allow …'"
148,"'Tapeworm infection is a significant risk factor for spasmodic colic and ileal impaction colic in the horse', '… A disease-specific approach to examining causation of equine colic is justified because \nthe diverse group of clinical entities included in the term ‘colic’ are unlikely to have common …'"
149,"'[PDF][PDF] Colic: 1. Aetiopathogenesis', '… of amateur horsemasters in the United Kingdom and the high cost of land are liable to result \nin poorer standards of husbandry and, whatever the exact aetiology of equine colic, poor …'"
150,"'Lack of Association Between Barometric Pressure and Incidence of Colic in Equine Academic Ambulatory Practice', '… Anecdotal accounts correlate equine colic onset to changing weather conditions; however, \natmospheric effects on colic have not been studied extensively. We hypothesized that …'"
151,"'Advances in diagnostic techniques for horses with colic', '… From Fischer AT: Diagnostic and prognostic procedures for equine colic surgery. Vet Clin … \nFrom Fischer AT: Diagnostic and prognostic procedures for equine colic surgery. Vet Clin …'"
152,"'[HTML][HTML] Clinical findings, diagnoses, and outcomes of horses presented for colic to a referral hospital in Atlantic Canada (2000–2015)', '… who are treating cases of equine colic and advising clients. … reports on predictors for \nthe outcome of equine colic (3–8). … when advising horse owners on cases of equine colic (11). …'"
153,"'Equine colic', 'The term colic refers to pain in the abdominal cavity. The pain may originate in the digestive \norgans, or in other organs; it may be caused by a variety of pathological changes which …'"
154,"'The usability of peritoneal lactate concentration as a prognostic marker in horses with severe colic admitted to a veterinary teaching hospital', '… Peritoneal lactate concentrations can be easily and rapidly measured using a portable \nanalyser and may be useful in assessing the prognosis and/or need for surgery in equine colic …'"
155,"'Cisapride in the prophylaxis of equine post operative ileus', 'Cisapride and domperidone were both effective in restoring electrical and mechanical activity, \ncoordination between gastric and small intestinal activity cycles and the stomach to anus …'"
156,"'Plasma endotoxin in horses presented to an equine referral hospital: correlation to selected clinical parameters and outcomes', '… In terms of clinical usage, the LPS assay is likely to add little to the diagnostics and prognostics \nof equine colic, due to a relative lack of sensitivity and specificity. However, as a research …'"
157,"'Evaluation of clinical examination parameters and a scoring system in equine colic as well as the assessment of their prognostic value', 'In horses, colic is associated with relatively high mortality rates. Identification of parameters \nassociated with poor outcome may aid in providing a more accurate prognosis. This study …'"
158,"'[PDF][PDF] Abdominal ultrasonography in the equine patient with acute signs of colic', '… Overall, this large case series validates the utility of abdominal ultrasonography in the \nevaluation of equine colic patients. Most importantly, abdominal ultrasonography should be …'"
159,"'The indications for equine laparotomy—an analysis of 140 cases', '… ; Ferraro, Evans, Trunk and Roberts, 1973; Grant and Tennant, 1973; Mason, 1971; Peace, \n1973) have confirmed the value of exploratory laparotomy in the treatment of equine colic, …'"
160,"'Evaluation of a method to experimentally induce colic in horses and the effects of acupuncture applied at the Guan-yuan-shu (similar to BL-21) acupoint', 'Objective —To evaluate the reliability of a method for inducing colic via small intestinal \ndistention in horses and to examine the analgesic potential of bilateral electroacupuncture (EAP) …'"
