Title,TruncAbstr,AugmTitle,Info
Caring for crying babies: A mixed‐methods study to understand factors influencing nurses' and doctors' management of infant colic,"… Infant colic, or excessive infant crying of unknown cause, is … Infant colic can be classified by 
Wessel's criteria, that is, crying/… of CPGs for managing infant colic, there is anecdotally wide …","(""Caring for crying babies: A mixed‐methods study to understand factors influencing nurses' and doctors' management of infant colic"", ""… Infant colic, or excessive infant crying of unknown cause, is … Infant colic can be classified by \nWessel's criteria, that is, crying/… of CPGs for managing infant colic, there is anecdotally wide …"")","J McGann, J Manohar, H Hiscock… - … of Paediatrics and …, 2018 - Wiley Online Library"
Effectiveness of an intervention for colic,"… The findings support the emerging view of infant colic as a behavioral pattern that is 
responsive to environmental modification and structured cue-based care. Clin Pediatr. 2006;45:123-…","('Effectiveness of an intervention for colic', '… The findings support the emerging view of infant colic as a behavioral pattern that is \nresponsive to environmental modification and structured cue-based care. Clin Pediatr. 2006;45:123-…')","MR Keefe, ML Lobo, A Froese-Fretz… - Clinical …, 2006 - journals.sagepub.com"
"Efficacy of a partially hydrolysed formula, with reduced lactose content and with Lactobacillus reuteri DSM 17938 in infant colic: A double blind, randomised clinical …","Background & aims We aimed to compare the efficacy of a partially hydrolysed formula (pHF) 
with reduced lactose content and Lactobacillus reuteri DSM 17938 (L. reuteri) with a …","('Efficacy of a partially hydrolysed formula, with reduced lactose content and with Lactobacillus reuteri DSM 17938 in infant colic: A double blind, randomised clinical\xa0…', 'Background & aims We aimed to compare the efficacy of a partially hydrolysed formula (pHF) \nwith reduced lactose content and Lactobacillus reuteri DSM 17938 (L. reuteri) with a …')","R Turco, M Russo, D Bruzzese, A Staiano - Clinical Nutrition, 2021 - Elsevier"
Does SleepTight work? A behavioral analysis of the effectiveness of SleepTight for the management of infant colic,"… We evaluated the effectiveness of SleepTight in the management of infant colic. SleepTight 
is … not be a viable means of managing infant colic. DESCRIPTORS: infants, infant colic, crying …","('Does SleepTight work? A behavioral analysis of the effectiveness of SleepTight for the management of infant colic', '… We evaluated the effectiveness of SleepTight in the management of infant colic. SleepTight \nis … not be a viable means of managing infant colic. DESCRIPTORS: infants, infant colic, crying …')","JM Sosland, ER Christophersen - Journal of Applied Behavior …, 1991 - Wiley Online Library"
[HTML][HTML] Infantile colic,"… Infant colic: empirical evidence of the absence of an association with source of early infant 
nutrition. … A systematic review of treatments for infant colic. Pediatrics. 2000;1061 pt 2:184–90. …","('[HTML][HTML] Infantile colic', '… Infant colic: empirical evidence of the absence of an association with source of early infant \nnutrition. … A systematic review of treatments for infant colic. Pediatrics. 2000;1061 pt 2:184–90. …')","DM Roberts, M Ostapchuk, JG O'Brien - American family physician, 2004 - aafp.org"
Infantile colic: a review.,"… Infant colic is an extremely common but poorly understood symptom complex, causing great 
… A review of infant colic is presented that focuses on suggested etiologies (eg, hypertonia, …","('Infantile colic: a review.', '… Infant colic is an extremely common but poorly understood symptom complex, causing great \n… A review of infant colic is presented that focuses on suggested etiologies (eg, hypertonia, …')","RS Asnes, RL Mones - Journal of Developmental and Behavioral …, 1983 - psycnet.apa.org"
Of colic and rumbling in the guts,"… Infant colic is a common disorder of doubtful aetiology. The known facts have been 
interpreted in a historical and geographical context. The apparent increase in incidence of the …","('Of colic and rumbling in the guts', '… Infant colic is a common disorder of doubtful aetiology. The known facts have been \ninterpreted in a historical and geographical context. The apparent increase in incidence of the …')","DB Thomas - Journal of paediatrics and child health, 1995 - Wiley Online Library"
"[HTML][HTML] Cultural Practices Regarding the Management of Infant Colic by Women in Limpopo Province, South Africa","… Infant colic is a self-limiting condition reported in the past decade. It is a syndrome … This 
study aimed to explore the understanding of infant colic and the cultural practices regarding its …","('[HTML][HTML] Cultural Practices Regarding the Management of Infant Colic by Women in Limpopo Province, South Africa', '… Infant colic is a self-limiting condition reported in the past decade. It is a syndrome … This \nstudy aimed to explore the understanding of infant colic and the cultural practices regarding its …')","AA Bele, HN Shilubane… - The Open Public …, 2021 - openpublichealthjournal.com"
[HTML][HTML] Innovative dietary intervention answers to baby colic,"… A systematic review of treatments for infant colic. Pediatrics 2000;106:184-90. 10. … 
Improvement of symptoms in infant colic following reduction of lactose load with lactase. J Hum Nutr …","('[HTML][HTML] Innovative dietary intervention answers to baby colic', '… A systematic review of treatments for infant colic. Pediatrics 2000;106:184-90. 10. … \nImprovement of symptoms in infant colic following reduction of lactose load with lactase. J Hum Nutr …')","I Xinias, A Analitis, A Mavroudi… - Pediatric …, 2017 - synapse.koreamed.org"
The effects of contingent music and differential reinforcement on infantile colic,"… A group of 8 infants diagnosed as Infant Colic were included in this study. The dependent 
variable, crying, was measured through direct observations based on hourly samples involving …","('The effects of contingent music and differential reinforcement on infantile colic', '… A group of 8 infants diagnosed as Infant Colic were included in this study. The dependent \nvariable, crying, was measured through direct observations based on hourly samples involving …')","K Larson, T Ayllon - Behaviour Research and Therapy, 1990 - Elsevier"
The link between infantile colic and migraine,"… The focus of this review will be on the evidence for an association between infant colic and 
… those who had a history of infant colic. In fact, a history of infant colic was the only statistically …","('The link between infantile colic and migraine', '… The focus of this review will be on the evidence for an association between infant colic and \n… those who had a history of infant colic. In fact, a history of infant colic was the only statistically …')","W Qubty, AA Gelfand - Current pain and headache reports, 2016 - Springer"
Focus on infantile colic,"… In recent decades, lactose intolerance due to a relative lactase deficiency has been 
identified as a possible causative factor in infant colic. The resulting failure to break down all the …","('Focus on infantile colic', '… In recent decades, lactose intolerance due to a relative lactase deficiency has been \nidentified as a possible causative factor in infant colic. The resulting failure to break down all the …')","F Savino - Acta paediatrica, 2007 - Wiley Online Library"
Management of infantile colic: a review,"Infantile colic is an easily identified childhood entity that has no clear treatment guidelines. 
The management of infantile colic varies among physicians, and families are often frustrated …","('Management of infantile colic: a review', 'Infantile colic is an easily identified childhood entity that has no clear treatment guidelines. \nThe management of infantile colic varies among physicians, and families are often frustrated …')","J Cohen-Silver, S Ratnapalan - Clinical pediatrics, 2009 - journals.sagepub.com"
[HTML][HTML] Infant formula,"… Parents often change formulas in response to infant colic. Soy and lactose-free formulas 
are heavily marketed for colic without a formal diagnosis of lactose intolerance. Most colic …","('[HTML][HTML] Infant formula', '… Parents often change formulas in response to infant colic. Soy and lactose-free formulas \nare heavily marketed for colic without a formal diagnosis of lactose intolerance. Most colic …')","NR O'Connor - American family physician, 2009 - aafp.org"
"Preventive effects of oral probiotic on infantile colic: a prospective, randomised, blinded, controlled trial using Lactobacillus reuteri DSM 17938","… The treatment group showed a lower number of paediatric consultations related to episodes 
of infant colic than the control group (P<0.0001). L. reuteri DSM 17938 supplementation at …","('Preventive effects of oral probiotic on infantile colic: a prospective, randomised, blinded, controlled trial using Lactobacillus reuteri DSM 17938', '… The treatment group showed a lower number of paediatric consultations related to episodes \nof infant colic than the control group (P<0.0001). L. reuteri DSM 17938 supplementation at …')","F Savino, S Ceratto, E Poggi… - Beneficial …, 2015 - wageningenacademic.com"
