Title,TruncAbstr,AugmTitle,Info
Standing flank laparotomy for colic: 37 cases,"… In all cases, the horse owners were informed that ventral midline laparotomy is the standard 
of care for equine colic. Standing flank laparotomy was offered when laparotomy was …","('Standing flank laparotomy for colic: 37 cases', '… In all cases, the horse owners were informed that ventral midline laparotomy is the standard \nof care for equine colic. Standing flank laparotomy was offered when laparotomy was …')","MAF Lopes, J Hardy, K Farnsworth… - Equine Veterinary …, 2021 - Wiley Online Library"
[BOOK][B] The horse professional guide to colic.,"… Abstract : This book aims to help horse owners understand various causes of equine coliccolicSubject 
Category: Diseases, Disorders, and Symptoms …","('[BOOK][B] The horse professional guide to colic.', '… Abstract : This book aims to help horse owners understand various causes of equine coliccolicSubject \nCategory: Diseases, Disorders, and Symptoms …')",JO Stephen - 2010 - cabdirect.org
Antibody titres to core lipopolysaccharides in horses with gastrointestinal disorders which cause colic,"Serum immunoglobulin (Ig) titres to core lipopolysaccharide (LPS) were determined in 102 
horses admitted to a university referral hospital during a 12‐month period for evaluation of …","('Antibody titres to core lipopolysaccharides in horses with gastrointestinal disorders which cause colic', 'Serum immunoglobulin (Ig) titres to core lipopolysaccharide (LPS) were determined in 102 \nhorses admitted to a university referral hospital during a 12‐month period for evaluation of …')","DD MORRIS, JN Moore - Equine Veterinary Journal, 1989 - Wiley Online Library"
Sand colic: A retrospective study of 6 cases,"… Intestinal mucosal inflammation and irritation exists in almost, every equine colic case (Mair … 
is the main reason of pain during an episode of equine colic (Sanchez 2018).In our study 2 …","('Sand colic: A retrospective study of 6 cases', '… Intestinal mucosal inflammation and irritation exists in almost, every equine colic case (Mair … \nis the main reason of pain during an episode of equine colic (Sanchez 2018).In our study 2 …')","V Karadima, T Billi… - Journal of the …, 2021 - ejournals.epublishing.ekt.gr"
A topographic anatomical study of the equine epiploic foramen and comparison with laparoscopic visualisation,"… The epiploic foramen is an important structure in aetiology of equine colic because of the 
high prevalence of intestinal epiploic foramen entrapment (EFE) 1, 2. The lack of …","('A topographic anatomical study of the equine epiploic foramen and comparison with laparoscopic visualisation', '… The epiploic foramen is an important structure in aetiology of equine colic because of the \nhigh prevalence of intestinal epiploic foramen entrapment (EFE) 1, 2. The lack of …')","T van Bergen, M Doom… - Equine veterinary …, 2015 - Wiley Online Library"
"The safety, tolerability and efficacy of probiotic bacteria for equine use","Probiotic bacteria are used widely as nutritional supplements and treatment interventions in 
the management of livestock and companion animals. The aim of this review is to …","('The safety, tolerability and efficacy of probiotic bacteria for equine use', 'Probiotic bacteria are used widely as nutritional supplements and treatment interventions in \nthe management of livestock and companion animals. The aim of this review is to …')","CG Cooke, Z Gibb, JE Harnett - Journal of Equine Veterinary Science, 2021 - Elsevier"
Comparative Therapeutic Study on Combined Herbal Therapy in Equine Impactive Colic,"… Equine colic, one of the deadliest diseases a horse suffers, is a difficult task to establish 
its cause and is a challenge for field veterinary practitioners. An abdominal pain disorder of …","('Comparative Therapeutic Study on Combined Herbal Therapy in Equine Impactive Colic', '… Equine colic, one of the deadliest diseases a horse suffers, is a difficult task to establish \nits cause and is a challenge for field veterinary practitioners. An abdominal pain disorder of …')","D Gulia, M Punia, A Kumar, V Kumar… - Journal of Animal …, 2018 - indianjournals.com"
Examination of the equine patient with gastrointestinal emergency,"… White N: Review of risk factors for equine colic: How much do we know? In Proceedings of 
the 39th Annual Convention of the American Association of Equine Practitioners, San Antonio…","('Examination of the equine patient with gastrointestinal emergency', '… White N: Review of risk factors for equine colic: How much do we know? In Proceedings of \nthe 39th Annual Convention of the American Association of Equine Practitioners, San Antonio…')","BR Moore, RM Moore - Veterinary Clinics of North America: Equine …, 1994 - Elsevier"
Objective radiographic assessment of abdominal sand accumulation in horses,"… Gastrointestinal sand accumulation is a common cause of equine colic. Subjective 
assessment of sand accumulation on abdominal radiographs has been used as a diagnostic aid; …","('Objective radiographic assessment of abdominal sand accumulation in horses', '… Gastrointestinal sand accumulation is a common cause of equine colic. Subjective \nassessment of sand accumulation on abdominal radiographs has been used as a diagnostic aid; …')","NJ Keppie, DS Rosenstein… - Veterinary Radiology …, 2008 - Wiley Online Library"
Morphologic effects of experimental distention of equine small intestine,"… In clinical cases of equine colic, mucosal damage proximal to the obstructed site is more 
severe in strangulation obstructions than in simple obstructions. '"" Recent clinical data also …","('Morphologic effects of experimental distention of equine small intestine', '… In clinical cases of equine colic, mucosal damage proximal to the obstructed site is more \nsevere in strangulation obstructions than in simple obstructions. \'"" Recent clinical data also …')","D ALLEN, NAW II, DE TYLER - Veterinary Surgery, 1988 - Wiley Online Library"
Diagnostic approach to colic,"… Development of a colic severity score for predicting the outcome of equine colic. Vet Surg, 24, 
97… Evaluation of peritoneal fluid lactate as a marker of intestinal ischaemia in equine colic. …","('Diagnostic approach to colic', '… Development of a colic severity score for predicting the outcome of equine colic. Vet Surg, 24, \n97… Evaluation of peritoneal fluid lactate as a marker of intestinal ischaemia in equine colic. …')","A Desrochers, NA White - The Equine Acute Abdomen, 2017 - books.google.com"
[CITATION][C] Butorphanol tartrate: A new analgesic to relieve the pain of equine colic,"Butorphanol tartrate: a new analgesic to relieve the pain of equine colic … Butorphanol 
tartrate: a new analgesic to relieve the pain of equine colic [1985] … ""Butorphanol tartrate: a …","('[CITATION][C] Butorphanol tartrate: A new analgesic to relieve the pain of equine colic', 'Butorphanol tartrate: a new analgesic to relieve the pain of equine colic … Butorphanol \ntartrate: a new analgesic to relieve the pain of equine colic [1985] … ""Butorphanol tartrate: a\xa0…')","DA Gingerich, JE Rourke, PW Strom - Veterinary medicine (USA), 1985 - agris.fao.org"
"Equine nutrition in the post‐operative colic: Survey of Diplomates of the American Colleges of Veterinary Internal Medicine and Veterinary Surgeons, and European …","… (2019) identified an association with feeding and recovery time in equine colic cases after 
laparotomy. Those that were consuming forage within 12 hours post-operatively had a shorter …","('Equine nutrition in the post‐operative colic: Survey of Diplomates of the American Colleges of Veterinary Internal Medicine and Veterinary Surgeons, and European\xa0…', '… (2019) identified an association with feeding and recovery time in equine colic cases after \nlaparotomy. Those that were consuming forage within 12 hours post-operatively had a shorter …')","AL Lawson, CE Sherlock, JL Ireland… - Equine veterinary …, 2021 - Wiley Online Library"
