,AugmTitle
143,"('Thin catheter surfactant administration during spontaneous breathing in very low birth weight infants is associated with reduced need for mechanical ventilation', '… It is possible that infant colic is an early life manifestation of those genes that later in life \nare … If infant colic is a migraine-related disorder, there are major treatment implications. …')"
144,"('[PDF][PDF] Colonic hydrogen production in infants with colic', ""METHODS Study subjects were recruited from the newborn population served by a large, \nsuburban, private pediatric practice. At each infant's 2-week visit the parents were given a …"")"
145,"('[CITATION][C] INFANT COLIC—WHAT IT IS AND WHAT YOU CAN DO ABOUT IT', 'INFANT COLIC—WHAT IT IS AND WHAT YOU CAN DO ABOUT IT - GREEN - 1983 - \nAustralian and New Zealand Journal of Medicine - Wiley Online Library …')"
146,"('Review shows that parental reassurance and nutritional advice help to optimise the management of functional gastrointestinal disorders in infants', '… Parental education and reassurance are the cornerstones for managing infant colic, constipation \nand regurgitation. Nutritional advice, such as feeding techniques, volume and frequency…')"
147,"('IINTESTINAL COLIC IN INFANTS: APPROACHES TO THE COMPLEX TREATMENT', 'The authors describe the causes and mechanisms of development of intestinal colic \nsyndrome in infants and give the approaches to treatment of this condition with modern anti-foaming …')"
148,"('Crying as a sign, a symptom and a signal: clinical, emotional and developmental aspects of infant and toddler crying. Ronald G Barr, Brian Hopkins, James A Green\xa0…', '… They also examine the many theories about infant colic, an important reason for crying that, \ndespite many years of study, still has no clear explanation. They have called upon a wide …')"
149,"('[PDF][PDF] Crying behavior and its importance for psychosocial development in children', '… Sequelae of infant colic: Evidence of transient infant distress … Infant colic: A transient condition \nwith no apparent effects. … The effect of infant colic on maternal self-perceptions and mother-…')"
150,"('[PDF][PDF] “The Gripe”: An Integrative Approach to Infant Colic', 'Gwen Gustafson offers this scientific explanation:“Neonatal crying is a species-specific \nbehavior which achieves its likely evolutionary function (infant survival) by reliably eliciting …')"
151,"('[HTML][HTML] Preterm stress behaviors, autonomic indices and maternal perceptions of infant colic', '… the Infant Colic Scale at 6–8 weeks adjusted postnatal age. Non-parametric tests were used \nto determine associations among behaviors, HRV, and maternal perceptions of infant colic. …')"
152,"('Drug interaction of levothyroxine with infant colic drops', '… At 12 weeks age, on further questioning, the parents revealed that the child had been \ncommenced on infant colic drops (Infacol, Forest Laboratories UK, Kent, UK) purchased over-the-…')"
153,"('Infant colic: Is there anything new?', '… Perhaps because the acute problem is of relatively short duration, there is little incentive \nfor researchers to direct major effort toward discovering the cause of and cure for infant colic. …')"
154,"('Behavioral outcomes of infant colic in toddlerhood: a longitudinal study', '… Infant colic, characterized by excessive crying of unknown … Although infant colic usually is \nregarded as self-resolving,6, 7 … infant colic that resolved and the other with no infant colic—…')"
155,"('Parental perceptions of the lasting effects of infant colic', '… Participants volunteered by accessing the Infant Colic Study Web site advertised on numerous \nsearch engines. Forty-four participants, all of whom had an infant with colic at some time …')"
156,"('[PDF][PDF] Clinical efficacy of lactase enzyme supplement in infant colic: a randomised controlled trial', '… the role of lactase enzyme supplements in reducing the symptoms of infant colic. The current \nstudy was planned to investigate the efficacy of lactase enzyme supplements in infant colic. …')"
157,"(""Evaluation of the efficacy of dicyclomine hydrochloride ('Merbentyl') syrup in the treatment of infant colic"", 'A double-blind crossover trial was carried out in 25 babies with infant colic to compare the \nsymptomatic relief provided by dicyclomine hydrochloride (5mg4-times daily) or placebo. …')"
158,"('Brain maturation, early sensory processing, and infant colic', '… Some authors, therefore, hypothesize that there is a relation between infant colic and the … \nduring the sensitive period of cries in infant colic. The timing of some developmental processes …')"
159,"('Parental responses to infant crying and colic: the effect on breastfeeding duration', '… Objective: To evaluate the effects of infant colic (colic analysis) and breastfeeding as a \nmethod of infant calming (calming analysis) on … Infant colic: mechanisms and management …')"
160,"('The crying infant', 'Infants with the chief complaint of crying can present a diagnostic dilemma to the health care \nprovider. This article discusses the differential diagnosis and management of the crying …')"
161,"('Infant crying among recent African immigrants', '… On the other hand, maladaptive crying, known as “infant colic” … Infant colic has been defined \nas episodes of prolonged, intense… Infant colic was unknown or seldom mentioned. Western …')"
162,"('Colic and reflux in the breastfed baby', '… Given the clinical and methodological heterogeneity of studies on these interventions, the \nefficacy of these interventions in reducing infant colic remains inconclusive, at present. Some …')"
163,"('[HTML][HTML] Suck, swallow and breathing coordination in infants with infantile colic', 'BACKGROUND: There appears to be a perception amongst parents and in popular literature \nthat infantile colic is caused by feeding difficulties. Limited support for this perception is …')"
164,"('[CITATION][C] Relationship between infant colic and maternal attitudes and behavior: A prospective longitudinal study', '')"
165,"('[CITATION][C] Middle European population without infant colic: difficult to believe or difficult to breed', '')"
166,"('Infantile colic', '… “Treating Infant Colic with the Probiotic Lactobacillus Reuteri: Double Blind Placebo \nControlled Randomised Trial.” BMJ 348 no. apr01 2 (April 1 2014): g2107–g2107. …')"
167,"('[CITATION][C] Kathy N. SPEECHLEY a Fabian GORODZINSKY. Infant colic: empirical evidence of the absence of an association with source of early infant nutrition', '')"
168,"('[CITATION][C] Campbell MK. Specchley RN. Gorodzinsky F. Infant colic: empirical evidence of the absence of an association with source of early infant nutrition', '')"
169,"('[PDF][PDF] Excessively crying babies: A cross-sectional survey of sensory regulation difficulties in a South African chiropractic clinic', '… research on infant colic, nomenclature remains confusing as the term infant colic was commonly \n… ) categorised excessively crying babies into three subgroups: infant colic, irritable infant …')"
